"PhotoID","Year","DateUncertain","Catalog Number","Secondary Catalog Number","Manufacturer","Brand","Format","Texture2","Reflectance2","BaseColor2","Weight2","SurfaceDesignation2","Omit_from_Paperbase","LocationBox","LocationBag","Exposure","BackprintingPrimary","ProcessName","Link","AATA_ID"
-1310118009,"1940",1,2142,"ll","Neobrom","Neodur","Sample book","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","86",0,21,"13",16,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-797364440,"1940",1,2142,"m","Neobrom","[Indeterminate]","Sample book","Smooth","Glossy","White","Double Weight","7",0,21,"13",9,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1165010108,"1940",1,2142,"mm","Neobrom","[Indeterminate]","Sample book","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","[not specified]",0,21,"13",17,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-2018821623,"1940",1,2142,"n","Neobrom","[Indeterminate]","Sample book","Smooth","Glossy","White","Double Weight","7",0,21,"13",9,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-338830067,"1940",1,2142,"nn","Neobrom","[Indeterminate]","Sample book","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","[not specified]",0,21,"13",17,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-998422122,"1940",1,2142,"o","Neobrom","[Indeterminate]","Sample book","Smooth","Glossy","White","Double Weight","7",0,21,"13",9,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
705268042,"1940",1,2142,"oo","Neobrom","[Indeterminate]","Sample book","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","[not specified]",0,21,"13",17,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
295875423,"1940",1,2142,"p","Neobrom","Neolux","Sample book","Smooth","Semi Matte","Cream","Double Weight","40B",0,21,"13",10,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1434820099,"1940",1,2142,"pp","Neobrom","[Indeterminate]","Sample book","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","[not specified]",0,21,"13",17,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-781228891,"1940",1,2142,"q","Neobrom","neogaz","Sample book","Smooth","Semi Glossy","White","Double Weight","22",0,21,"13",10,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1790906622,"1940",1,2142,"r","Neobrom","Sametin","Sample book","Velvet","Semi Glossy","Cream","Double Weight","95",0,21,"13",11,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-911880357,"1940",1,2142,"s","Neobrom","Neovera","Sample book","Velvet","Semi Matte","White","Double Weight","101",0,21,"13",11,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1171180288,"1940",1,2142,"t","Neobrom","Neolux","Sample book","Smooth","Semi Matte","White","Double Weight","38B",0,21,"13",12,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
809783553,"1940",1,2142,"u","Neobrom","Neolux","Sample book","Silk","Semi Glossy","Cream","Double Weight","40R",0,21,"13",12,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-670489810,"1940",1,2142,"v","Neobrom","Neolux","Sample book","Fine Grained","Matte","Cream","Double Weight","40E",0,21,"13",12,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1799978217,"1940",1,2142,"w","Neobrom","Neotona","Sample book","Smooth","Semi Matte","White","Double Weight","50",0,21,"13",13,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-150496483,"1940",1,2142,"x","Neobrom","Neotona","Sample book","Smooth","Semi Glossy","Cream","Double Weight","51 [Neodur]",0,21,"13",13,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
938627610,"1940",1,2142,"y","Neobrom","Neodur","Sample book","Smooth","Glossy","White","[weight unspecified]","41 [Neodur]",0,21,"13",14,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
266062483,"1940",1,2142,"z","Neobrom","Neodur","Sample book","Smooth","Glossy","White","Single Weight","41 [Neodur]",0,21,"13",14,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-2033308576,"1940",1,2259,,"Agfa Ansco","[Indeterminate]","Not exposed - package open","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","[not specified]",0,43,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1794258609,"1940",0,2367,,"Kodak","Kodabrom ","Not exposed - package open","Smooth","Matte","White","Double Weight","6 (P.M.C. Bromide)",0,45,"C",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
992192353,"1940",1,2390,,"Ilford","Bromide","Not exposed - package open","[texture unspecified]","Matte","[base color unspecified]","Single Weight","5P",0,62,,,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1150315087,"1940",1,2462,,"Ilford","Multigrade ","Exposed - package open","[texture unspecified]","Glossy","[base color unspecified]","Single Weight","1P",0,48,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
495422499,"1940",1,2919,,"Ilford","Bromide","Not exposed - package open","[texture unspecified]","Glossy","[base color unspecified]","Single Weight","1P",0,54,"A",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1725500001,"1940",0,2934,,"Ilford","Plastika","Not exposed - package sealed","[texture unspecified]","Matte","[base color unspecified]","Double Weight","BK",0,55,"A",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1749910012,"1940",1,2945,,"Ilford","Plastika","Not exposed - package sealed","[texture unspecified]","Matte","[base color unspecified]","Double Weight","BK",0,55,"A",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1103189878,"1940",1,2946,,"Ilford","Plastika","Not exposed - package open","[texture unspecified]","Matte","[base color unspecified]","Double Weight","BK",0,55,"A",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1580082629,"1940",1,2955,,"Gevaert","Ortho-Brom","Not exposed - package open","[texture unspecified]","Glossy","White","Double Weight","K8",0,55,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-307719453,"1940",1,2988,,"Kodak","Bromide","Not exposed - package open","Smooth","Matte","White","Double Weight","6 (P.M.C. Bromide)",0,56,"A",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
960462985,"1940",1,4158,,"Kodak Australia","Star Paper","Exposed - package open","[texture unspecified]","Glossy","[base color unspecified]","[weight unspecified]","[not specified]",0,87,"A",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-675751372,"1940",1,4159,,"Kodak Australia","Star Paper","Not exposed - package open","[texture unspecified]","Glossy","[base color unspecified]","[weight unspecified]","[not specified]",0,87,"A",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-141845630,"1940",1,4161,,"Kodak Australia","Velox","Not exposed - package open","[texture unspecified]","Glossy","[base color unspecified]","Single Weight","[not specified]",0,87,"B",,"K02","	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
280587567,"1940",0,4164,,"Defender","Velour Black","Not exposed - package sealed","Silk","Luster","White","Double Weight","Y",0,87,"A",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1083852331,"1940",0,4168,,"Haloid","Projecto","Not exposed - package open","Egg Shell","Matte","Buff","Double Weight","[not specified]",0,87,"A",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1271102611,"1940",0,4174,,"Defender","Velour Black","Not exposed - package sealed","[texture unspecified]","Glossy","[base color unspecified]","Single Weight","S",0,86,"A",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-435619099,"1940",0,4182,,"Agfa Ansco","Brovira","Not exposed - package open","Silk","Silk","White","Double Weight","[not specified]",0,86,"A",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1901441125,"1940",1,4184,,"Agfa Ansco","Brovira","Package only","[texture unspecified]","Glossy","White","Single Weight","[not specified]",0,86,"A",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
926236736,"1940",0,4185,,"Defender","Velour Black","Not exposed - package open","[texture unspecified]","Matte","White","Double Weight","C",0,86,"A",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1344086493,"1940",1,4212,,"McGraw","Tricolor Stripping","Not exposed - package sealed","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","[not specified]",1,95,"A",,,"pigment process","#http://vocab.getty.edu/page/aat/300053498#","300053498"
-1744864368,"1940",1,4299,,"Gevaert","Gevarto","Not exposed - package sealed","Special Grained","Luster","Cream","Single Weight","K45",0,98,"A",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-144254233,"1940",1,4300,,"Gevaert","Prestona","Not exposed - package sealed","[texture unspecified]","Super Matte","Cream","Double Weight","K29",0,98,"A",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1551893660,"1940",1,4301,,"Gevaert","Prestona","Not exposed - package sealed","[texture unspecified]","Super Matte","Cream","Double Weight","K29",0,98,"A",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1873239941,"1940",1,4874,,"Gevaert","Gevarto","Not exposed - package sealed","Smooth","Semi Matte","Cream","Double Weight","K7",0,101,"D",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
509420549,"1940",1,4922,,"Leonar","Leigrano","Not exposed - package open","Percale","Percale","Ivory","Double Weight","118a",0,101,"D",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1277675105,"1940",1,4924,,"Leonar","Leigrano","Not exposed - package open","Fine Grained","[gloss unspecified]","Ivory","Double Weight","115a",0,101,"D",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
888381529,"1940",1,4927,,"Gevaert","Prestona","Not exposed - package open","Pelligran","[gloss unspecified]","Cream","Double Weight","K49",0,102,"D",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1244052929,"1940",1,4956,,"DuPont Defender","texture screens","Package only","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","[not specified]",0,104,"B",,,"photography and photographic processes and techniques","#https://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&page=1&subjectid=300149146#","300149146"
1916018151,"1940",1,5162,,"Kodak","Velox","Not exposed - package open","Smooth","Glossy","White","Single Weight","F (Velox)",0,114,"E",,"K04","	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
788499273,"1940",0,5164,,"Kodak","Kodabrom ","Not exposed - package open","Smooth","Glossy","White","Single Weight","F",0,114,"E",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-273017413,"1940",1,5165,"a","Defender","Velour Black","Sample book","[texture unspecified]","Glossy","[base color unspecified]","Double Weight","T",0,21,"13",4,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1405543440,"1940",1,5165,"aa","Defender","Velour Black","Sample book","Super Rough","Luster","Cream","Double Weight","QL",0,21,"13",16,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1404418058,"1940",1,5165,"b","Defender","Velour Black","Sample book","[texture unspecified]","Semi Matte","White","Single Weight","A",0,21,"13",5,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
517764817,"1940",1,5165,"bb","Defender","[Indeterminate]","Sample book","Velvet Grain","Luster","Natural White","Double Weight","DL",0,21,"13",16,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1254774211,"1940",1,5165,"c","Defender","Velour Black","Sample book","Velvet Grain","High Luster","Pure White","Double Weight","JS",0,21,"13",5,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-557799234,"1940",1,5165,"cc","Defender","Velour Black","Sample book","Rough","Luster","White","Double Weight","DDL",0,21,"13",16,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-799128248,"1940",1,5165,"d","Defender","Velour Black","Sample book","Velvet Grain","Luster","Natural White","Double Weight","DL",0,21,"13",6,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
955800935,"1940",1,5165,"dd","Defender","[Indeterminate]","Sample book","Velvet Grain","Matte","Natural White","Double Weight","DM",0,21,"13",16,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1020321193,"1940",1,5165,"e","Defender","Velour Black","Sample book","Rough","Matte","White","Medium Weight","I",0,21,"13",6,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1101859556,"1940",1,5165,"ee","Defender","[Indeterminate]","Sample book","Velvet Grain","Luster","Buff","Double Weight","EL",0,21,"13",16,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1739817541,"1940",1,5165,"f","Defender","Velour Black","Sample book","Super Rough","Luster","Cream","Double Weight","QL",0,21,"13",7,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1405612333,"1940",1,5165,"ff","Defender","Velour Black","Sample book","Platinum","Matte","Buff","Double Weight","EP",0,21,"13",16,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2044191778,"1940",1,5165,"g","Defender","Velour Black","Sample book","Silk","Luster","White","Double Weight","Y",0,21,"13",7,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-2028743958,"1940",1,5165,"gg","Defender","[Indeterminate]","Sample book","Silk","Luster","White","Double Weight","Y",0,21,"13",17,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
359771936,"1940",1,5165,"h","Defender","Velour Black","Sample book","Velvet Grain","Luster","Buff","Double Weight","EL",0,21,"13",8,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
913985315,"1940",1,5165,"hh","Defender","Velour Black","Sample book","Veltex","Luster","[base color unspecified]","Single Weight","F",0,21,"13",17,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
273844385,"1940",1,5165,"i","Defender","Velour Black","Sample book","[texture unspecified]","Semi Glossy","White","Single Weight","AS",0,21,"13",8,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-799450328,"1940",1,5165,"ii","Defender","Velour Black","Sample book","Rough","Matte","White","Medium Weight","I",0,21,"13",17,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1367302796,"1940",1,5165,"j","Defender","Apex","Sample book","[texture unspecified]","Glossy","Blue White","Single Weight","R",0,21,"13",10,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-375720439,"1940",1,5165,"jj","Defender","[Indeterminate]","Sample book","Platinum","Luster","White","Double Weight","J",0,21,"13",17,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1393681763,"1940",1,5165,"k","Defender","Apex","Sample book","[texture unspecified]","Glossy","[base color unspecified]","Double Weight","T",0,21,"13",11,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1586058646,"1940",1,5165,"kk","Defender","[Indeterminate]","Sample book","Velvet Grain","High Luster","Pure White","Double Weight","JS",0,21,"13",17,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1476150374,"1940",1,5165,"l","Defender","Apex","Sample book","[texture unspecified]","Semi Matte","White","Double Weight","B",0,21,"13",11,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-125251745,"1940",1,5165,"ll","Defender","Velour Black","Sample book","Platinum","Luster","Buff","Double Weight","K",0,21,"13",17,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1203000851,"1940",1,5165,"m","Defender","Apex","Sample book","Velvet Grain","High Luster","Pure White","Double Weight","JS",0,21,"13",12,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-686043724,"1940",1,5165,"mm","Defender","Velour Black","Sample book","Rough","Luster","Buff","Double Weight","LKK",0,21,"13",17,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
97006424,"1940",1,5165,"n","Defender","Apex","Sample book","[texture unspecified]","Glossy","[base color unspecified]","Single Weight","S",0,21,"13",12,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1280122715,"1940",1,5165,"nn","Defender","Velour Black","Sample book","Rough","Matte","Buff","Double Weight","LER",0,21,"13",17,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
5379705,"1940",1,5165,"o","Defender","Varigam","Sample book","[texture unspecified]","Glossy","Blue White","Single Weight","R",0,21,"13",14,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-58344702,"1940",1,5165,"oo","Defender","Velour Black","Sample book","Canvas","[gloss unspecified]","[base color unspecified]","Double Weight","Z",0,21,"13",17,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-807491258,"1940",1,5165,"p","Defender","Varigam","Sample book","[texture unspecified]","Semi Glossy","White","Double Weight","BT",0,21,"13",15,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1073370277,"1940",1,5165,"pp","Defender","Velour Black","Sample book","[texture unspecified]","Matte","White","Single Weight","N",0,21,"13",17,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
163095887,"1940",1,5165,"q","Defender","Varigam","Sample book","Velvet Grain","Luster","Buff","Double Weight","EL",0,21,"13",15,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
682811648,"1940",1,5165,"qq","Defender","[Indeterminate]","Sample book","[texture unspecified]","Glossy","Blue White","Single Weight","R",0,21,"13",17,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1564866332,"1940",1,5165,"r","Defender","Varigam","Sample book","[texture unspecified]","Glossy","[base color unspecified]","Double Weight","T",0,21,"13",16,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
496471297,"1940",1,5165,"rr","Defender","[Indeterminate]","Sample book","[texture unspecified]","Glossy","[base color unspecified]","Single Weight","S",0,21,"13",17,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-2085591019,"1940",1,5165,"s","Defender","[Indeterminate]","Sample book","[texture unspecified]","Semi Matte","White","Double Weight","B",0,21,"13",16,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1469230894,"1940",1,5165,"ss","Defender","[Indeterminate]","Sample book","[texture unspecified]","Glossy","[base color unspecified]","Double Weight","T",0,21,"13",17,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-3855950,"1940",1,5165,"t","Defender","[Indeterminate]","Sample book","[texture unspecified]","Semi Matte","White","Single Weight","A",0,21,"13",16,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
2145797106,"1940",1,5165,"tt","Defender","B & W Proof","Sample book","[texture unspecified]","[gloss unspecified]","[base color unspecified]","[weight unspecified]","[not specified]",0,250,,17,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1952563125,"1940",1,5165,"u","Defender","Velour Black","Sample book","[texture unspecified]","Matte","White","Double Weight","C",0,21,"13",16,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1806389456,"1940",1,5165,"v","Defender","Velour Black","Sample book","[texture unspecified]","Semi Glossy","White","Single Weight","AS",0,21,"13",16,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
71822193,"1940",1,5165,"w","Defender","Illustro","Sample book","[texture unspecified]","Semi Glossy","White","Double Weight","BT",0,21,"13",16,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-982783778,"1940",1,5165,"x","Defender","[Indeterminate]","Sample book","Document","Semi Matte","White","Single Weight","AL",0,21,"13",16,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
145711879,"1940",1,5165,"y","Defender","Velour Black","Sample book","Platinum","Matte","White","Double Weight","D",0,21,"13",16,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-124997060,"1940",1,5165,"z","Defender","Velour Black","Sample book","Platinum","Matte","White","Double Weight","D",0,21,"13",16,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1569561456,"1940",1,5254,,"Gevaert","Ridax","Not exposed - package open","[texture unspecified]","Glossy","White","Single Weight","8",0,,,,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1226751047,"1940",1,5255,,"Gevaert","Ridax","Not exposed - package open","Smooth","Semi Matte","Cream","Single Weight","7",0,,,,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1611726090,"1940",1,5256,,"Gevaert","Ridax","Not exposed - package open","[texture unspecified]","Glossy","White","Single Weight","8",0,,,,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1100943944,"1940",1,5257,,"Gevaert","Ridax","Not exposed - package open","[texture unspecified]","Glossy","White","Single Weight","8",0,,,,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-866078465,"1940",1,5258,,"Gevaert","Ortho-Brom","Not exposed - package open","Smooth","Matte","Cream","Double Weight","K5",0,,,,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1442337332,"1940",1,5259,,"Leonar","Grandamo","Not exposed - package open","[texture unspecified]","Semi Matte","Cream","Single Weight","22",0,,,,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1462762417,"1940",1,5263,,"Leonar","Leigrano","Not exposed - package open","[texture unspecified]","Glossy","Cream","Single Weight","21",0,,,,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1442411117,"1940",1,5264,,"Leonar","Lumarto","Not exposed - package open","[texture unspecified]","Glossy","[base color unspecified]","[weight unspecified]","[not specified]",0,132,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1814344291,"1940",1,5265,,"Leonar","Lumarto","Not exposed - package open","[texture unspecified]","Glossy","[base color unspecified]","[weight unspecified]","[not specified]",0,132,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1534946858,"1940",1,5266,,"Leonar","Lumarto","Not exposed - package open","[texture unspecified]","Glossy","[base color unspecified]","[weight unspecified]","[not specified]",0,132,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-406926875,"1940",1,5267,,"Leonar","Lumarto","Not exposed - package open","Smooth","Matte","Cream","[weight unspecified]","[not specified]",0,132,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
531674779,"1940",1,5268,,"Leonar","Lumarto","Not exposed - package open","[texture unspecified]","Glossy","[base color unspecified]","[weight unspecified]","[not specified]",0,132,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1270969791,"1940",1,5269,,"Leonar","celloidin","Not exposed - package sealed","[texture unspecified]","Matte","[base color unspecified]","[weight unspecified]","[not specified]",0,132,"B",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-227885236,"1940",1,5270,,"Leonar","Leigrano","Not exposed - package open","[texture unspecified]","Glossy","White","Single Weight","1",0,131,"D",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1278486061,"1940",1,5271,,"Leonar","Leigrano","Not exposed - package open","[texture unspecified]","Glossy","White","Single Weight","1",0,131,"D",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
780943417,"1940",1,5272,,"Leonar","Leigrano","Not exposed - package sealed","[texture unspecified]","Glossy","White","Single Weight","1",0,131,"D",,"L02","	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-626137841,"1940",1,5273,,"Leonar","Leigrano","Not exposed - package open","[texture unspecified]","Glossy","White","Single Weight","1",0,131,"D",,"L02","	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1299099093,"1940",1,5274,,"Leonar","Leigrano","Not exposed - package sealed","[texture unspecified]","Glossy","White","Single Weight","1",0,131,"D",,"L02","	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1865560048,"1940",1,5275,,"Leonar","Leigrano","Not exposed - package open","[texture unspecified]","Glossy","White","Double Weight","111",0,131,"D",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1700481336,"1940",1,5278,,"Argenta","[Indeterminate]","Not exposed - package open","[texture unspecified]","Glossy","White","Single Weight","1",0,130,"A",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1674731649,"1940",1,5279,,"Argenta","Argentyp","Not exposed - package open","[texture unspecified]","Glossy","[base color unspecified]","Double Weight","[not specified]",0,130,"A",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1074217605,"1940",1,5281,,"Agfa","Brovira","Not exposed - package sealed","[texture unspecified]","Glossy","White","Double Weight","1",0,130,"C",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
828730401,"1940",1,5282,,"Agfa","Brovira","Not exposed - package sealed","[texture unspecified]","Glossy","White","Single Weight","1",0,130,"C",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-1679930708,"1940",1,5283,,"Agfa","Gaslight Paper","Not exposed - package open","[texture unspecified]","Glossy","White","Single Weight","1",0,130,"C",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
-751911399,"1940",1,5284,,"Agfa","Brovira","Not exposed - package sealed","Velvet","Satin","Cream","Single Weight","22",0,130,"C",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
1080595716,"1940",1,5285,,"Agfa","Brovira","Not exposed - package sealed","[texture unspecified]","Glossy","White","Single Weight","1",0,130,"C",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
919796459,"1940",1,5286,,"Agfa","Brovira","Not exposed - package sealed","[texture unspecified]","Glossy","White","Single Weight","1",0,130,"D",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
155297553,"1940",1,5287,,"Agfa","Brovira","Not exposed - package sealed","Smooth","Semi Matte","White","Single Weight","2",0,130,"D",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
821256796,"1940",1,5288,,"Opta","Optagas","Not exposed - package open","Smooth","Semi Matte","Cream","Single Weight","G.7",0,130,"D",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
779571862,"1940",1,5289,,"Opta","Optagas","Not exposed - package open","Smooth","Semi Matte","Cream","Single Weight","G.7",0,130,"D",,,"	gelatin silver process","#http://vocab.getty.edu/page/aat/300139114#","300139114"
